Item_Name;Price;Size;Number_of_Rooms;Address;Seller;Tags;Image_URL;Page_Link;Status;Region;Object;Action;Date;Latitude;Longitude;Price_EUR;Rooms;Size_m2;Latitude_n;Longitude_n
5-Zimmer-Terrassen-Suite: 62 m² Süd-West-Terrasse als Ihr privates Panorama auf die Natur, exklusiv für Ihre Lebensfreude.;1.054.000 €;161,64 m²;5 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844560-721d164d77a14fc1bc41235604c13838;https://www.immobilienscout24.at/expose/6560c641bc837a37da114c72;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7275314;13.0767089;1054000.0;5.0;161.64;47.72753228861456;13.076604515498195
Traumhafte 3-Zimmer-Gartenwohnung: 84 m² pure Lebensqualität mit idyllischem Garten, umgeben von atemberaubender Bergkulisse.;561.000 €;80,2 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700857652-f8419f8494b84751b0e8f9982ac20f37;https://www.immobilienscout24.at/expose/6560f964babfeff245f9177d;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7275314;13.0767089;561000.0;3.0;80.2;47.727536027094715;13.07684145676561
Ihr grünes Paradies: 3-Zimmer-Gartenwohnung mit 228 m² Süd-West-Terrasse und Garten, perfekt für unvergessliche Stunden in der Natur.;583.500 €;80,71 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700857651-d69262af49734ca285563669ad381e5e;https://www.immobilienscout24.at/expose/6560f964babfeff245f9177a;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7275314;13.0767089;583500.0;3.0;80.71;47.7273569549357;13.07659171794125
Elegante 3-Zimmer-Terrassenwohnung: 10 m² Terrasse als Ihr privates Fenster zur Natur.;470.000 €;67,48 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844557-01357c3c7dc249a5a0122fe3b9ec3e98;https://www.immobilienscout24.at/expose/6560c641bc837a37da114c69;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7275314;13.0767089;470000.0;3.0;67.48;47.72759230958222;13.07662499004167
3-Zimmer-Gartenjuwel: Spektakulärer 180-Grad-Garten, der 118 m² pure Freiheit verspricht.;491.000 €;67,48 m²;3 Zimmer;5400 Taxach-Rif;Gewerblich;"Provisionsfrei
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000c8PP1-1700844559-9be271f14ad449c28024b8bfa22d6dd7;https://www.immobilienscout24.at/expose/6560c641babfeff245f8fb36;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.7275314;13.0767089;491000.0;3.0;67.48;47.72769683380015;13.076892564553248
Gemütliche 3-Zi.-Whg. mit Balkon und Stellplatz;375.000 €;72 m²;3 Zimmer;5412 Puch bei Hallein;;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E3qxd-2959b13672c54d93ba53b32a91f922d1;https://www.immobilienscout24.at/expose/65392d8a63af56b7e92a57c0;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.716852;13.0904526;375000.0;3.0;72.0;47.71689119684467;13.09063749813601
Lebensfreude in jeder Ecke - Entdecken Sie Ihr 4-Zimmer-Wohnparadies!;606.000 €;88 m²;4 Zimmer;5400 Hallein;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83Ue-1702640343-b81e8455f0ea4fc891f17017f0c90d2c;https://www.immobilienscout24.at/expose/655e0927babfeff245f44395;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;606000.0;4.0;88.0;47.68199794698927;13.095822585744962
Herrliche Aussichten;530.000 €;98,47 m²;3 Zimmer;5412 Puch bei Hallein;;"Balkon
Video Live-Besichtigung";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0010J000023r621-1700647928-863baebbb497454790cc1eb9695ffd25;https://www.immobilienscout24.at/expose/638f465027e3811830d13efd;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.716852;13.0904526;530000.0;3.0;98.47;47.71666794779347;13.090317040804717
Helle 3 Zimmer Wohnung mit ca. 70 m² in zentraler Lage - Hallein;276.000 €;70,24 m²;3 Zimmer;5400 Hallein;;Video Live-Besichtigung;https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0012000001E83u2-1adaa5dd746a4b919616e2e7b2403d29;https://www.immobilienscout24.at/expose/6400a7cc626489e7d73dd92e;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6821521;13.0956313;276000.0;3.0;70.24;47.68209760447685;13.09560849135617
K3 - Schöne 4-Zimmerwohnung in kleiner gepflegter Wohneinheit!;449.000 €;81,33 m²;4 Zimmer;5431 Kuchl;;"Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I000002N6cq-1700248234-c044493119ff4229bf54a10277ba1016;https://www.immobilienscout24.at/expose/6558c1fe7b6abde0b052306b;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6258369;13.1451024;449000.0;4.0;81.33;47.62564311044851;13.145159098507275
Sonnige 5-Zimmer Wohnung in Rif - komplett Möbliert!;595.000 €;105 m²;5 Zimmer;Riferhauptstraße 74, 5400 Taxach;von Privat;"Provisionsfrei
Balkon
Parkplatz
Möbliert";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.001P9000002aZsg-ad6a66808bca44b4b9f7f03cd06d2b26;https://www.immobilienscout24.at/expose/65393a1f63af56b7e92a61a2;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;;;595000.0;5.0;105.0;;
4 Zimmer Wohnung mit Balkon in Hallein;606.000 €;88 m²;4 Zimmer;Am Almbach 8, 5400 Hallein;von Privat;"Provisionsfrei
Balkon
Terrasse
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000lb8UY-764a16c2b5fb4cd9b574b65c58e728ea;https://www.immobilienscout24.at/expose/6519d038f513ec6dca7bbd1f;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.6871991;13.0964273;606000.0;4.0;88.0;47.68739202339631;13.096501951563917
Neubauwohnung Abtenau;340.635 €;64 m²;3 Zimmer;Markt 238, 5441 Abtenau;von Privat;"Provisionsfrei
Balkon
Parkplatz";https://pictures.immobilienscout24.de/dims3/S3/quality/80/legacy_thumbnail/343x193/format/webp/https://s3-eu-west-1.amazonaws.com/prod.www.immobilienscout24.at/012.0015I00000T2oKE-05163b3678064df5b4d18e5491855d03;https://www.immobilienscout24.at/expose/64dca910124c4f4729c57b7e;Available;salzburg/hallein;wohnung;kaufen;2023-12-18;47.5640518;13.3455911;340635.0;3.0;64.0;47.564176915508384;13.345469630137986
